,Unnamed: 0,product_id,survey_id,p1,p2,y,a1,a2,p75_25,p25_75,p64_36,p36_64,p50_50,p70_25,p25_70,p59_36,p36_59,p45_45,p85_25,p25_85,p74_36,p36_74,p55_55,p0_110,p110_0,p0_120,p120_0
14,14,7828354,358962740,0.10779594423856301,0.08751545976325194,0,0.0922092405031816,0.08817184287349986,0.1187672851468318,0.1366415563245022,0.12330201113582798,0.1333364744633206,0.12862035221887017,0.12090768805589779,0.1366415563245022,0.12518995894347873,0.1333364744633206,0.13037683150013865,0.11451906306444719,0.1366415563245022,0.11919724052722298,0.1333364744633206,0.12671466864842199,0.14285714285714285,0.10300884193022931,0.14285714285714285,0.09845030258367345
15,15,8536492,358962740,0.08720067077923851,0.38155414464963266,0,0.21787668345778485,-0.9144299504388226,0.10166353507805191,0.1300518362203286,0.10807231572256258,0.12391876669360073,0.11594168552623774,0.1046344499554693,0.1300518362203286,0.1108595329224184,0.12391876669360073,0.11869921117918511,0.0958088776447844,0.1300518362203286,0.102257753922748,0.12391876669360073,0.11311252119537546,0.14285714285714285,0.08164365714393987,0.14285714285714285,0.07614024772616369
16,16,8619562,358962740,0.23639059143187202,0.23813308318558626,1,-0.4212684681545473,-0.5585985761046809,0.21427965203185265,0.16671112934358628,0.20431733349105996,0.1776662497670477,0.19092814664199223,0.20965148073708553,0.16671112934358628,0.19959707737184074,0.1776662497670477,0.18612073120205966,0.2235645234909357,0.16671112934358628,0.21333205243089853,0.1776662497670477,0.19577996225373295,0.14285714285714285,0.24459256052630884,0.14285714285714285,0.2521943826448808
17,17,8782045,358962740,0.055938577941372705,0.00981968163262844,0,0.4663009268444722,1.1747426250789839,0.07373078185061185,0.11745395837010167,0.08224172178823058,0.10704740789064021,0.09435731289273439,0.07761007065185105,0.11745395837010167,0.08652475783913154,0.10704740789064021,0.09865078069718003,0.06613317299740118,0.11745395837010167,0.07450408021258616,0.10704740789064021,0.08998996214836924,0.14285714285714285,0.04968632716984243,0.14285714285714285,0.044040925853962555
18,18,8821235,358962740,0.07596881589842581,0.07417547436487697,0,0.2970701866584742,0.18370325432149517,0.09187803141596067,0.12589910574462337,0.09912291068939874,0.11816255471124908,0.10881645693651786,0.09511584944998135,0.12589910574462337,0.10255341592606283,0.11816255471124908,0.11220119837595448,0.08551255526172097,0.12589910574462337,0.0925247989438724,0.11816255471124908,0.10532725214251995,0.14285714285714285,0.07000052204800156,0.14285714285714285,0.06429448054425292
19,19,9045356,358962740,0.13795442798937202,0.13990318637153198,0,-0.060442915025955106,-0.19903276057446342,0.142678628852396,0.14507390002709625,0.1440670851648918,0.14538874120648987,0.1451399115775143,0.1434196089588073,0.14507390002709625,0.14445678293004854,0.14538874120648987,0.14532277466742538,0.14114657546040607,0.14507390002709625,0.142831439097564,0.14538874120648987,0.1447692956050548,0.14285714285714285,0.1355685536334594,0.14285714285714285,0.13286142945374393
20,20,4417089,358962742,0.7865745159766476,0.6881305530975292,0,-1.0833241183918254,-0.9591418658814671,0.6896318527716596,0.45328158543824987,0.6414954910469851,0.5074418584871936,0.5758241904403839,0.6681345688768513,0.45328158543824987,0.6183939775440619,0.5074418584871936,0.5514204933363218,0.730652549492874,0.45328158543824987,0.6852912664093502,0.5074418584871936,0.5994637728999236,0.3333333333333333,0.8187273297335624,0.3333333333333333,0.8478987208142252
21,21,5036342,358962742,0.07009540729507847,0.035850506384241754,0,0.7697465022187033,1.1327584475315686,0.1168506964096294,0.25265636613724823,0.14223193203230092,0.21908564868037142,0.1785925924845725,0.12809296750941074,0.25265636613724823,0.15486292123220508,0.21908564868037142,0.19278639193370659,0.09638373729490901,0.25265636613724823,0.11909660981119051,0.21908564868037142,0.1652396203643287,0.3333333333333333,0.05596513128654561,0.3333333333333333,0.04387159782144692
22,22,7135207,358962742,0.14333007672827394,0.276018940518229,1,0.31357761617312213,-0.17361658165010158,0.193517450818711,0.29406204842450173,0.21627257692071392,0.27347249283243497,0.24558321707504366,0.20377246361373788,0.29406204842450173,0.22674310122373303,0.27347249283243497,0.25579311472997146,0.17296371321221699,0.29406204842450173,0.19561212377945927,0.27347249283243497,0.2352966067357476,0.3333333333333333,0.12530753897989183,0.3333333333333333,0.10822968136432778
23,23,4758151,358963979,0.0719508558429618,0.04748534599463018,0,0.37010639092326103,0.6221624633421747,0.09389791801098313,0.14241596474440327,0.10432225648088428,0.13172910828898382,0.11773534650898804,0.09858179461041126,0.14241596474440327,0.10902065297998315,0.13172910828898382,0.12272858994861206,0.08475110659300185,0.14241596474440327,0.09483291590870994,0.13172910828898382,0.11276576986039166,0.16666666666666669,0.06393317348170585,0.16666666666666669,0.05663163384343609
24,24,4779870,358963979,0.0523435679714712,0.09024364397169532,0,0.5464254363687147,0.26312993615452157,0.07471535089715872,0.13305840789851495,0.0862790808598252,0.1187275250806151,0.10192386557393585,0.07979821394933641,0.13305840789851495,0.09165483641423969,0.1187275250806151,0.10786660374921057,0.06527389365769973,0.13305840789851495,0.07565987808901328,0.1187275250806151,0.0959698215862099,0.16666666666666669,0.04471215088312616,0.16666666666666669,0.03808726171509783
25,25,4829136,358963979,0.07914758894907,0.13849892581767143,0,0.3154150327655657,-7.435599844773932e-05,0.10063430100659199,0.145635412559912,0.11025696650502873,0.13576199221294966,0.12320238834752918,0.10496118363256077,0.145635412559912,0.11490026959327759,0.13576199221294966,0.12769369382712564,0.09182962459150205,0.145635412559912,0.1014992133875597,0.13576199221294966,0.11863101193317213,0.16666666666666669,0.07128983809895807,0.16666666666666669,0.06367092023610242
26,26,7246890,358963979,0.122103057346517,0.09131797306659646,0,0.05460640860271948,0.2561289116254127,0.1380343012363817,0.16098810782313555,0.14426881491156232,0.1572136280033439,0.1512453068603153,0.14085364689216584,0.16098810782313555,0.14688687177056656,0.1572136280033439,0.15343101046060104,0.1319091124140309,0.16098810782313555,0.13860381688222054,0.1572136280033439,0.14890112394596935,0.16666666666666669,0.11544607404384104,0.16666666666666669,0.10854514363073926
27,27,7361653,358963979,0.278355826148365,0.35999720790152856,1,-0.5066758524592555,-0.6768299355504356,0.2561199796593773,0.19875073016341818,0.24485272402703226,0.21235438707712767,0.22920521020946388,0.2511073366762166,0.19875073016341818,0.23905175568822043,0.21235438707712767,0.223164466964129,0.2656372748330009,0.19875073016341818,0.2551444320573056,0.21235438707712767,0.23485805575493235,0.16666666666666669,0.2856385665375005,0.16666666666666669,0.29165600695431276
28,28,8240372,358963979,0.396099103741615,0.2724569032478781,0,-0.7798774162010057,-0.4645170195732259,0.33659814918950726,0.21915137681061594,0.3100201572156673,0.2442133593369799,0.27668788249976783,0.324697824239309,0.21915137681061594,0.2984856135537125,0.2442133593369799,0.2651156350503219,0.36059898791076467,0.21915137681061594,0.334259743675191,0.2442133593369799,0.28887421691932447,0.16666666666666669,0.4189801969548684,0.16666666666666669,0.44140903362031164
29,29,382923,358963980,0.060015659746418246,0.08779265805227829,0,0.27403895639644527,0.07692486612139801,0.07201478912876715,0.09824596961645593,0.07775588930578116,0.09218591361723202,0.08502481315989793,0.0745627041281063,0.09824596961645593,0.08035104692198905,0.09218591361723202,0.08762328908116947,0.06725292921831102,0.09824596961645593,0.07249191137093407,0.09218591361723202,0.08242772104371923,0.11111111111111113,0.055400631744191915,0.11111111111111113,0.0511725020607562
30,30,1500161,358963980,0.09612857160895712,0.08565509768230975,0,0.009512588193598195,0.09108709915258206,0.10185945689643369,0.10962107324276665,0.10409009665975046,0.10843561865537157,0.10645351444075851,0.10289356521458366,0.10962107324276665,0.10496104565576007,0.10843561865537157,0.10724543161417349,0.09969509038422587,0.10962107324276665,0.10206860142791847,0.10843561865537157,0.10563541653180926,0.11111111111111113,0.09350380477376659,0.11111111111111113,0.09075903935645521
31,31,2436346,358963980,0.09579224576752432,0.07719699242527915,1,0.011557371329406985,0.15010772474382328,0.10161027977446718,0.10953314393643253,0.10387375383560322,0.10831000878498477,0.10628150833817865,0.10265911420545569,0.10953314393643253,0.10476030037001861,0.10831000878498477,0.1070897266658426,0.09941749902208137,0.10953314393643253,0.10182234325447015,0.10831000878498477,0.10544734506239402,0.11111111111111113,0.09316278463285446,0.11111111111111113,0.0903959957990865
32,32,2464983,358963980,0.02257975786685788,0.035179772262377215,0,0.7626231821350606,0.5644184346777814,0.035888790835635655,0.07928725646953205,0.043302342176236304,0.06760674198247366,0.05444259974913333,0.0391610543874842,0.07928725646953205,0.04714433679914114,0.06760674198247366,0.05898714087102649,0.03003571604058891,0.07928725646953205,0.03653996046516193,0.06760674198247366,0.050242876233733115,0.11111111111111113,0.018598003595300824,0.11111111111111113,0.015113944686746119
33,33,4801828,358963980,0.1018690523051619,0.08140773746665801,0,-0.02463184116240988,0.12009277577932503,0.1064621758668166,0.11124307506351584,0.10808467757737068,0.11075313616034854,0.1096281064613281,0.10722343559967737,0.11124307506351584,0.1086670400454239,0.11075313616034854,0.1101187837844893,0.10482481958092506,0.11124307506351584,0.10661722343650655,0.11075313616034854,0.1091070125467475,0.11111111111111113,0.09981354847513207,0.11111111111111113,0.0974801825460718
34,34,6352900,358963980,0.09459623129236282,0.07924647010028657,0,0.018907090691618486,0.13533810934954954,0.10071464351560638,0.1092170929509015,0.10309613638773557,0.10785851968557877,0.10566325373679297,0.10181640913267728,0.1092170929509015,0.10403874633934966,0.10785851968557877,0.10653006454153281,0.09841973130118854,0.1092170929509015,0.10093719879401364,0.10785851968557877,0.10477134549254523,0.11111111111111113,0.09193703003390788,0.11111111111111113,0.08909108076130498
35,35,6395118,358963980,0.2101893037330538,0.189429542951262,0,-0.4852407008950094,-0.3998359551753511,0.18450539630246746,0.13450840009775852,0.17311655354881478,0.1451965547386633,0.1591274410493782,0.1794168497492206,0.13450840009775852,0.168007961214532,0.1451965547386633,0.15405063045187806,0.19464764261603265,0.13450840009775852,0.1834990154405478,0.1451965547386633,0.16410341477156215,0.11111111111111113,0.2206549610835776,0.11111111111111113,0.23071947760308004
36,36,7300745,358963980,0.20097635578475284,0.20521533819720048,0,-0.45469702619896674,-0.45386747495051544,0.17825854606245814,0.13279522251762294,0.16798866013389022,0.1427480057759155,0.15532205040359387,0.17354505266618764,0.13279522251762294,0.16356211181389643,0.1427480057759155,0.1506076820528895,0.18725646695405493,0.13279522251762294,0.17732660562089722,0.1427480057759155,0.15994025310248228,0.11111111111111113,0.20976652370465443,0.11111111111111113,0.21907631611476297
37,37,8495917,358963980,0.11785282189491089,0.15887639086234873,0,-0.1120696204897434,-0.2842655796985928,0.11868592161734762,0.11554876610501415,0.11869189037481752,0.11690550059943186,0.11805671266093845,0.11872181491660731,0.11554876610501415,0.11850741083988928,0.11690550059943186,0.1177472509369983,0.11845010488259165,0.11554876610501415,0.1186971401895501,0.11690550059943186,0.11832461521500723,0.11111111111111113,0.11716271195661426,0.11111111111111113,0.11619146107173627
38,38,5056643,358963989,0.16616936229913887,0.21027356840912784,0,-0.37933491584392126,-0.5470028444772916,0.16969772924660767,0.1598180086095814,0.1700006198802926,0.16475044500452637,0.16830040037758245,0.16991010216866548,0.1598180086095814,0.1695679949636876,0.16475044500452637,0.1673167228787796,0.16870541115406648,0.1598180086095814,0.1697421183486467,0.16475044500452637,0.16901619523574912,0.14285714285714285,0.16382384476971695,0.14285714285714285,0.16139408731022628
39,39,5721832,358963989,0.19900996970870882,0.0626687236222511,0,-0.5008388871528106,0.20684225214269064,0.19444147117816651,0.16765411225567556,0.1907979409949785,0.1759281293774591,0.18465691723403788,0.19291179220156526,0.16765411225567556,0.18853878463467602,0.1759281293774591,0.18167109251431368,0.1967053080548559,0.16765411225567556,0.19414332019185274,0.1759281293774591,0.1870005882787329,0.14285714285714285,0.1999232986153623,0.14285714285714285,0.19997679316226025
40,40,6630536,358963989,0.004360817116222697,0.007059184082306392,0,1.4355843460589277,1.2481994056285268,0.013340228886769634,0.07564875718182447,0.02062943757257932,0.054422129183912336,0.034361105632094394,0.016274095614682047,0.07564875718182447,0.02493759390070495,0.054422129183912336,0.04077263522053648,0.008709046636593658,0.07564875718182447,0.013911492679231986,0.054422129183912336,0.028775928174122514,0.14285714285714285,0.002673064148490692,0.14285714285714285,0.001587983439194491
41,41,6987980,358963989,0.014590200979594087,0.047106090158384135,0,0.9317560132032318,0.36218193580153807,0.02995876579466212,0.0941274423038959,0.03987702202602869,0.07578310909691643,0.055942682696968365,0.03430706398321333,0.0941274423038959,0.04525510887460878,0.07578310909691643,0.0624759879159264,0.022738328855681528,0.0941274423038959,0.030808377007312874,0.07578310909691643,0.04970746664339579,0.14285714285714285,0.010672974569344221,0.14285714285714285,0.007664441285859634
42,42,7539783,358963989,0.14838949958069386,0.07649270677421827,0,-0.3053555324862375,0.09394773630141434,0.15606567486940312,0.1555119210999439,0.15787757008461548,0.15794475636432398,0.1592953949711107,0.15687972201376,0.1555119210999439,0.15861764844853157,0.15794475636432398,0.159063091979393,0.15337990875959992,0.1555119210999439,0.15622798129924584,0.15794475636432398,0.15904785428998502,0.14285714285714285,0.14472848346300302,0.14285714285714285,0.14076342831570263
43,43,7562564,358963989,0.29883126310944375,0.47286400551334967,0,-0.7926676771115782,-1.1697789463916888,0.2649910180141676,0.18685083464469393,0.24919142082653226,0.2055186653053982,0.22794918537169673,0.2580795110401255,0.18685083464469393,0.24198345366748095,0.2055186653053982,0.22028945298549826,0.2788637349972899,0.18685083464469393,0.26363284322996833,0.2055186653053982,0.2359839786480453,0.14285714285714285,0.3115718346160777,0.14285714285714285,0.3243579095411377
44,44,8084334,358963989,0.16864888720619786,0.12353572144036261,1,-0.3891433466676118,-0.19438953900518924,0.17150511201022342,0.16038892390438494,0.17162598861497316,0.1656527656674637,0.16949431371650953,0.1716377129779884,0.16038892390438494,0.1710994155103102,0.1656527656674637,0.16841101650555257,0.17089826154191265,0.16038892390438494,0.17153386724374145,0.1656527656674637,0.17046798872996938,0.14285714285714285,0.16660649981800504,0.14285714285714285,0.16425535694561905
45,45,8698322,358971614,0.14611237410955785,0.06313361431311594,0,-0.4298541091227263,-0.14923505701315737,0.13585770749590864,0.10747135923451848,0.13043170911840693,0.11458019825798338,0.12276530352049485,0.1332454906481993,0.10747135923451848,0.12789062561567124,0.11458019825798338,0.11984571282380911,0.14031045938528303,0.10747135923451848,0.13535214319638667,0.11458019825798338,0.12568150783272392,0.09090909090909093,0.1494295309053828,0.09090909090909093,0.15217526240874596
46,46,8770875,358971614,0.019360542427493684,0.001010137829009855,0,0.6463317721963479,1.5844024937566357,0.03098669978465188,0.06700636601196239,0.037384137802113214,0.05758452276194767,0.04681400921827196,0.033874604830001306,0.06700636601196239,0.04060564732380195,0.05758452276194767,0.05045852460330571,0.02590520456775855,0.06700636601196239,0.031559440277569364,0.05758452276194767,0.0433466078678428,0.09090909090909093,0.01577657497072415,0.09090909090909093,0.012765182746543164
47,47,8930611,358971614,0.03179414400811597,0.0060851676446376105,0,0.41335514989610855,0.9316053097118828,0.044033993458444734,0.07430351047902219,0.050237540811862096,0.06734468894811915,0.058406423604082214,0.04677144742620854,0.07430351047902219,0.05315281144663926,0.06734468894811915,0.06158553987416931,0.03893623214845557,0.07430351047902219,0.044547663880166455,0.06734468894811915,0.055480300715463046,0.09090909090909093,0.02763499872286182,0.09090909090909093,0.023702136333206694
48,48,8992507,358971614,0.05410657147953365,0.07373268824889452,0,0.14385546112210706,-0.2350146120137422,0.06466119700744394,0.08403207819838145,0.06923937657984573,0.08026272794544127,0.07499505127369571,0.0667084689097959,0.08403207819838145,0.07133533765516994,0.08026272794544127,0.07698830351532938,0.06047738477521999,0.08403207819838145,0.06507159719590987,0.08026272794544127,0.07297041013858944,0.09090909090909093,0.05000864897027967,0.09090909090909093,0.04589280684090308
49,49,9024661,358971614,0.17874448234715085,0.2544427780881247,0,-0.5601811121107645,-1.017465832287996,0.1585574298285288,0.11374135001005141,0.1491446134522166,0.12352241912719635,0.1365334384502952,0.15415879973745159,0.11374135001005141,0.14468423861863705,0.12352241912719635,0.13218874885665982,0.16682635393194467,0.11374135001005141,0.15765231438624827,0.12352241912719635,0.14089557258626356,0.09090909090909093,0.18608055828797132,0.09090909090909093,0.19320312023770728
50,50,9027379,358971614,0.018567858570812883,0.0030024308316783095,0,0.6652526952279678,1.2019156387297776,0.0300199791549413,0.06641373698571648,0.036527377233451494,0.05686560683472693,0.045989089652510085,0.03295583280637407,0.06641373698571648,0.03965539422878119,0.05686560683472693,0.049574748871105426,0.025024918633356322,0.06641373698571648,0.030602076476131772,0.05686560683472693,0.042450975147865486,0.09090909090909093,0.015090059260829968,0.09090909090909093,0.012059641956038604
51,51,9060280,358971614,0.20655178120537881,0.1137542600236323,0,-0.657119710316521,-0.4875986003274475,0.17717600133340852,0.11840503522192554,0.16421539037103777,0.13107707709362798,0.14759745776184768,0.17153456060906744,0.11840503522192554,0.15815572513496298,0.13107707709362798,0.14149929639989584,0.1891747983231652,0.11840503522192554,0.17607348563638217,0.13107707709362798,0.15356435661170903,0.09090909090909093,0.21782764520348613,0.09090909090909093,0.22873223292481848
52,52,9123304,358971614,0.07828589058598934,0.13291287223813875,0,-0.057575013144566825,-0.5833601183527756,0.0850524033733173,0.09167533014855742,0.08735316068887619,0.09110008667829422,0.08965287091842006,0.08616906854276875,0.09167533014855742,0.08826030270364874,0.09110008667829422,0.09032677337305461,0.08255384072339532,0.09167533014855742,0.08528074959054804,0.09110008667829422,0.08890515499213406,0.09090909090909093,0.07529294083203342,0.09090909090909093,0.07203643783711547
53,53,9123305,358971614,0.15082785122927686,0.2091382668757463,1,-0.45003384884707015,-0.8799955955670007,0.1392788478649764,0.10844220011187608,0.1330740711583369,0.11595788552484276,0.12489715166403358,0.1364836924369307,0.10844220011187608,0.13035673668422484,0.11595788552484276,0.12160956419383619,0.14406964028525882,0.10844220011187608,0.13873733807211408,0.11595788552484276,0.12800137804929926,0.09090909090909093,0.1544829357889859,0.09090909090909093,0.15817389099108137
54,54,9123306,358971614,0.07978715934630963,0.09807163388445193,0,-0.0682833096146427,-0.3989182640820201,0.08626189145927178,0.09212438773784037,0.08841919206643419,0.09173701985477763,0.09051484362240098,0.08731556941718768,0.09212438773784037,0.08925607296010582,0.09173701985477763,0.09111097298681949,0.08387850667855806,0.09212438773784037,0.08647789069900638,0.09173701985477763,0.08984246089504902,0.09090909090909093,0.07684318036884659,0.09090909090909093,0.07365042142534227
55,55,9123307,358971614,0.03586134469038026,0.04471615002256986,0,0.35425202471376055,0.03366463744584369,0.048113849239106575,0.07638464586014827,0.053973430717418926,0.0699677669730426,0.06183436031394773,0.05078246463601476,0.07638464586014827,0.056647107628356994,0.0699677669730426,0.06481181450201522,0.042842660547604425,0.07638464586014827,0.04864530058953701,0.0699677669730426,0.05886127516306034,0.09090909090909093,0.0315329266885982,0.09090909090909093,0.027608866298497698
56,56,4245145,358971615,0.07249079294450671,0.05096494921106713,0,0.08097593794405905,0.20461482907941206,0.0813136837717391,0.09549096325210915,0.08493807881058389,0.09292912156119325,0.08916150740865837,0.08295684146354193,0.09549096325210915,0.0865189529579988,0.09292912156119325,0.0905279818079411,0.07787891562192505,0.09549096325210915,0.08163999363097073,0.09292912156119325,0.08771371013206034,0.1,0.06877890064969544,0.1,0.06506217713018103
57,57,5639530,358971615,0.08999408529169231,0.12094209367536025,1,-0.04155429407102301,-0.2854808435397438,0.09539995504823748,0.10056515138716916,0.09724563739210465,0.10015902008121469,0.09901539890182562,0.09624721536057773,0.10056515138716916,0.09797488096657486,0.10015902008121469,0.09945896867402637,0.09346346688275031,0.10056515138716916,0.09556848791487008,0.10015902008121469,0.09846657735535158,0.1,0.08753036491977681,0.1,0.08484548968694929
58,58,6395117,358971615,0.031020700914514504,0.02050660678315125,0,0.5212740141482679,0.6518466064715739,0.04386783427635676,0.07878338674552302,0.05062251446322583,0.07005736313624165,0.05994438466923012,0.04690575128038699,0.07878338674552302,0.05372902948470928,0.07005736313624165,0.06345520492519291,0.038458545728573774,0.07878338674552302,0.04447010848978107,0.07005736313624165,0.0564185454509838,0.1,0.026736830131906086,0.1,0.022876620277180355
59,59,7374498,358971615,0.14282252700523304,0.14779835271209468,0,-0.32021008437404996,-0.4108433331466025,0.1350242249063659,0.11319053140793739,0.13065691423048645,0.11854555618265017,0.12507559019749606,0.1330858261434982,0.11319053140793739,0.12874012341980662,0.11854555618265017,0.1228169996003194,0.138383111871154,0.11319053140793739,0.1346399805376663,0.11854555618265017,0.1271647837816078,0.1,0.14538998901018726,0.1,0.14742079070419378
60,60,7452801,358971615,0.03297392799723511,0.08739380856019513,0,0.4915076697401908,-0.09234873860897759,0.045920492289730754,0.07979809832400646,0.05242063988601479,0.07150249249974663,0.061634976833260115,0.048844765516814936,0.07979809832400646,0.05556851303818141,0.07150249249974663,0.06498831723326878,0.04037580041162983,0.07979809832400646,0.04650026973378303,0.07150249249974663,0.05826223865290189,0.1,0.028651974478914825,0.1,0.02464462529046254
61,61,7684875,358971615,0.15771283304540704,0.19629468719575083,0,-0.38341186077229894,-0.5971645552550842,0.14542603434934748,0.11605408735324102,0.13972767228159544,0.12321280677119659,0.13144297825353354,0.14289110903656402,0.11605408735324102,0.13687110117612822,0.12321280677119659,0.12858587122028975,0.15066437830338972,0.11605408735324102,0.14492341726852925,0.12321280677119659,0.1344172209565154,0.1,0.16192075344125573,0.1,0.16600446717212125
